geo_point_2d,geo_shape,projection,stop_id,stop_name,latitude,longitude,postcode,easting,northing,gisfid,suburb,googlemaps_drive_to
"-38.0421990026, 145.2882538882","{""coordinates"": [145.2882538882, -38.0421990026], ""type"": ""Point""}",MGA2020 Zone 55,45552,Pike Cl/Lake View Dr (Narre Warren South),-38.042199002605656,145.28825388817785,3805,349794,5788121,1052,Narre Warren South,"https://www.google.com.au/maps/dir//-38.042199002605656,145.28825388817785/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0277510317, 145.3161841527","{""coordinates"": [145.3161841527, -38.0277510317], ""type"": ""Point""}",MGA2020 Zone 55,4217,Richardson St/Princes Hwy (Berwick),-38.02775103174468,145.31618415267346,3805,352216,5789769,1056,Narre Warren,"https://www.google.com.au/maps/dir//-38.02775103174468,145.31618415267346/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0278980034, 145.3494600322","{""coordinates"": [145.3494600322, -38.0278980034], ""type"": ""Point""}",MGA2020 Zone 55,45694,Pioneers Park/Brisbane St (Berwick),-38.02789800338853,145.34946003219054,3806,355137,5789805,1058,Berwick,"https://www.google.com.au/maps/dir//-38.02789800338853,145.34946003219054/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0180099717, 145.3333460685","{""coordinates"": [145.3333460685, -38.0180099717], ""type"": ""Point""}",MGA2020 Zone 55,45724,Roxby Ct/Hagen Dr (Berwick),-38.01800997165711,145.33334606845358,3806,353703,5790877,1059,Berwick,"https://www.google.com.au/maps/dir//-38.01800997165711,145.33334606845358/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0135189716, 145.3350539107","{""coordinates"": [145.3350539107, -38.0135189716], ""type"": ""Point""}",MGA2020 Zone 55,45726,Sittella Dr/Whistler Dr (Berwick),-38.01351897156891,145.33505391073294,3806,353844,5791378,1061,Berwick,"https://www.google.com.au/maps/dir//-38.01351897156891,145.33505391073294/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0125500325, 145.3302921955","{""coordinates"": [145.3302921955, -38.0125500325], ""type"": ""Point""}",MGA2020 Zone 55,45727,Bullfinch Way/Whistler Dr (Berwick),-38.01255003249339,145.33029219555144,3806,353424,5791478,1062,Berwick,"https://www.google.com.au/maps/dir//-38.01255003249339,145.33029219555144/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0149239615, 145.3235511936","{""coordinates"": [145.3235511936, -38.0149239615], ""type"": ""Point""}",MGA2020 Zone 55,45728,Parkhill Plaza SC/Parkhill Dr (Berwick),-38.014923961505005,145.3235511935704,3806,352837,5791204,1063,Berwick,"https://www.google.com.au/maps/dir//-38.014923961505005,145.3235511935704/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0136580215, 145.3353131097","{""coordinates"": [145.3353131097, -38.0136580215], ""type"": ""Point""}",MGA2020 Zone 55,45730,Sittella Dr/Whistler Dr (Berwick),-38.01365802148621,145.33531310972768,3806,353867,5791363,1065,Berwick,"https://www.google.com.au/maps/dir//-38.01365802148621,145.33531310972768/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0309789706, 145.2963200578","{""coordinates"": [145.2963200578, -38.0309789706], ""type"": ""Point""}",MGA2020 Zone 55,3080,Frederick Rise/Harold Keys Dr (Narre Warren South),-38.0309789705638,145.29632005779905,3805,350479,5789379,1067,Narre Warren South,"https://www.google.com.au/maps/dir//-38.0309789705638,145.29632005779905/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0295610198, 145.2948598972","{""coordinates"": [145.2948598972, -38.0295610198], ""type"": ""Point""}",MGA2020 Zone 55,3081,Ashrye Gld/Harold Keys Dr (Narre Warren South),-38.02956101984596,145.29485989719734,3805,350348,5789534,1068,Narre Warren South,"https://www.google.com.au/maps/dir//-38.02956101984596,145.29485989719734/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0276229595, 145.2917041397","{""coordinates"": [145.2917041397, -38.0276229595], ""type"": ""Point""}",MGA2020 Zone 55,3082,Benmara Crst/Harold Keys Dr (Narre Warren South),-38.027622959527726,145.29170413971138,3805,350067,5789744,1069,Narre Warren South,"https://www.google.com.au/maps/dir//-38.027622959527726,145.29170413971138/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0047590028, 145.2860730146","{""coordinates"": [145.2860730146, -38.0047590028], ""type"": ""Point""}",MGA2020 Zone 55,3739,Emily Dr/Saffron Dr (Hallam),-38.00475900282295,145.28607301458257,3803,349526,5792272,1077,Hallam,"https://www.google.com.au/maps/dir//-38.00475900282295,145.28607301458257/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0074850127, 145.2907591305","{""coordinates"": [145.2907591305, -38.0074850127], ""type"": ""Point""}",MGA2020 Zone 55,3741,Tinks Rd/Saffron Dr (Narre Warren),-38.007485012717815,145.29075913054206,3805,349943,5791977,1079,Narre Warren,"https://www.google.com.au/maps/dir//-38.007485012717815,145.29075913054206/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0085720324, 145.2917588488","{""coordinates"": [145.2917588488, -38.0085720324], ""type"": ""Point""}",MGA2020 Zone 55,3742,Prospect Hill Rd/Tinks Rd (Narre Warren),-38.00857203236691,145.2917588488505,3805,350033,5791858,1080,Narre Warren,"https://www.google.com.au/maps/dir//-38.00857203236691,145.2917588488505/@your+location,17z/data=!4m2!4m1!3e0"
"-38.01969504, 145.3030740249","{""coordinates"": [145.3030740249, -38.01969504], ""type"": ""Point""}",MGA2020 Zone 55,38064,Fountain Gate SC/Overland Dr (Narre Warren),-38.01969503999339,145.3030740248737,3805,351049,5790642,1082,Narre Warren,"https://www.google.com.au/maps/dir//-38.01969503999339,145.3030740248737/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0059039795, 145.311035055","{""coordinates"": [145.311035055, -38.0059039795], ""type"": ""Point""}",MGA2020 Zone 55,46450,Prospect Hill Retarding Basin/Narre Warren North Rd (Narre Warren),-38.005903979463014,145.3110350550024,3805,351720,5792185,1084,Narre Warren,"https://www.google.com.au/maps/dir//-38.005903979463014,145.3110350550024/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0304510307, 145.2879118965","{""coordinates"": [145.2879118965, -38.0304510307], ""type"": ""Point""}",MGA2020 Zone 55,3826,Grenfell Rise/Harold Keys Dr (Narre Warren South),-38.03045103072278,145.28791189654746,3805,349740,5789424,1092,Narre Warren South,"https://www.google.com.au/maps/dir//-38.03045103072278,145.28791189654746/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0389069844, 145.344733948","{""coordinates"": [145.344733948, -38.0389069844], ""type"": ""Point""}",MGA2020 Zone 55,40315,Berwick Station/Reserve St (Berwick),-38.03890698437873,145.34473394795958,3806,354744,5788576,1093,Berwick,"https://www.google.com.au/maps/dir//-38.03890698437873,145.34473394795958/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0143690214, 145.2906331332","{""coordinates"": [145.2906331332, -38.0143690214], ""type"": ""Point""}",MGA2020 Zone 55,3684,Tinks Rd/Princes Hwy (Narre Warren),-38.01436902135695,145.2906331332103,3805,349946,5791213,1095,Narre Warren,"https://www.google.com.au/maps/dir//-38.01436902135695,145.2906331332103/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0272950018, 145.3151919944","{""coordinates"": [145.3151919944, -38.0272950018], ""type"": ""Point""}",MGA2020 Zone 55,3691,Verdun Dr/Princes Hwy (Narre Warren),-38.027295001827895,145.315191994366,3805,352128,5789818,1101,Narre Warren,"https://www.google.com.au/maps/dir//-38.027295001827895,145.315191994366/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0180279717, 145.3333230281","{""coordinates"": [145.3333230281, -38.0180279717], ""type"": ""Point""}",MGA2020 Zone 55,45732,Roxby Ct/Hagen Dr (Berwick),-38.01802797168931,145.33332302810484,3806,353701,5790875,1104,Berwick,"https://www.google.com.au/maps/dir//-38.01802797168931,145.33332302810484/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0227429813, 145.3340700252","{""coordinates"": [145.3340700252, -38.0227429813], ""type"": ""Point""}",MGA2020 Zone 55,45737,Kuranda Cres/Avebury Dr (Berwick),-38.02274298126119,145.33407002523955,3806,353776,5790353,1109,Berwick,"https://www.google.com.au/maps/dir//-38.02274298126119,145.33407002523955/@your+location,17z/data=!4m2!4m1!3e0"
"-38.041023965, 145.349780063","{""coordinates"": [145.349780063, -38.041023965], ""type"": ""Point""}",MGA2020 Zone 55,45748,John Fisher Dr/Melville Park Dr (Berwick),-38.04102396503465,145.34978006297538,3806,355191,5788349,1111,Berwick,"https://www.google.com.au/maps/dir//-38.04102396503465,145.34978006297538/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0410520446, 145.3498589019","{""coordinates"": [145.3498589019, -38.0410520446], ""type"": ""Point""}",MGA2020 Zone 55,45751,Fairholme Bvd/Melville Park Dr (Berwick),-38.041052044634746,145.34985890190518,3806,355198,5788346,1114,Berwick,"https://www.google.com.au/maps/dir//-38.041052044634746,145.34985890190518/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0310139833, 145.3480340701","{""coordinates"": [145.3480340701, -38.0310139833], ""type"": ""Point""}",MGA2020 Zone 55,45829,High St/Wheeler St (Berwick),-38.03101398329806,145.34803407008116,3806,355018,5789457,1115,Berwick,"https://www.google.com.au/maps/dir//-38.03101398329806,145.34803407008116/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0321019942, 145.3484649889","{""coordinates"": [145.3484649889, -38.0321019942], ""type"": ""Point""}",MGA2020 Zone 55,3466,Rutland Rd/Princes Hwy (Berwick),-38.03210199421124,145.3484649888815,3806,355058,5789337,1116,Berwick,"https://www.google.com.au/maps/dir//-38.03210199421124,145.3484649888815/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0310020118, 145.3401608728","{""coordinates"": [145.3401608728, -38.0310020118], ""type"": ""Point""}",MGA2020 Zone 55,3468,York Rd/Princes Hwy (Berwick),-38.031002011808255,145.34016087279068,3806,354327,5789446,1118,Berwick,"https://www.google.com.au/maps/dir//-38.031002011808255,145.34016087279068/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9847120443, 145.3107240227","{""coordinates"": [145.3107240227, -37.9847120443], ""type"": ""Point""}",MGA2020 Zone 55,45919,Heatherton Rd/Belgrave-Hallam Rd (Narre Warren North),-37.98471204434605,145.31072402267188,3804,351650,5794536,1121,Narre Warren North,"https://www.google.com.au/maps/dir//-37.98471204434605,145.31072402267188/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0639109623, 145.3140219801","{""coordinates"": [145.3140219801, -38.0639109623], ""type"": ""Point""}",MGA2020 Zone 55,12829,The Avenue/Heritage Dr (Narre Warren South),-38.06391096230504,145.31402198005557,3805,352099,5785753,1126,Narre Warren South,"https://www.google.com.au/maps/dir//-38.06391096230504,145.31402198005557/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0650259729, 145.2975480205","{""coordinates"": [145.2975480205, -38.0650259729], ""type"": ""Point""}",MGA2020 Zone 55,12834,Tangerine Dr/Ormond Rd (Narre Warren South),-38.065025972911165,145.29754802045824,3805,350656,5785603,1130,Narre Warren South,"https://www.google.com.au/maps/dir//-38.065025972911165,145.29754802045824/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0614799733, 145.2923179419","{""coordinates"": [145.2923179419, -38.0614799733], ""type"": ""Point""}",MGA2020 Zone 55,12836,Strathaird Reserve/Ormond Rd (Narre Warren South),-38.061479973310206,145.2923179418684,3805,350190,5785988,1132,Narre Warren South,"https://www.google.com.au/maps/dir//-38.061479973310206,145.2923179418684/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0562260423, 145.2953919675","{""coordinates"": [145.2953919675, -38.0562260423], ""type"": ""Point""}",MGA2020 Zone 55,12843,Raleigh Dr/Baringa Park Dr (Narre Warren South),-38.05622604226209,145.29539196751426,3805,350449,5786576,1138,Narre Warren South,"https://www.google.com.au/maps/dir//-38.05622604226209,145.29539196751426/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0606709628, 145.3231119898","{""coordinates"": [145.3231119898, -38.0606709628], ""type"": ""Point""}",MGA2020 Zone 55,12876,Louise Baille Ave/Berwick Springs Prom (Narre Warren South),-38.060670962804814,145.32311198975486,3805,352890,5786127,1142,Narre Warren South,"https://www.google.com.au/maps/dir//-38.060670962804814,145.32311198975486/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0837690146, 145.2875129969","{""coordinates"": [145.2875129969, -38.0837690146], ""type"": ""Point""}",MGA2020 Zone 55,14113,Courtenay Ave/Thompsons Rd (Cranbourne),-38.083769014566606,145.28751299691072,3977,349814,5783507,1146,Cranbourne,"https://www.google.com.au/maps/dir//-38.083769014566606,145.28751299691072/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0640279636, 145.2940149825","{""coordinates"": [145.2940149825, -38.0640279636], ""type"": ""Point""}",MGA2020 Zone 55,13467,Tuileries Rise/Ormond Rd (Narre Warren South),-38.0640279636239,145.29401498248367,3805,350344,5785708,1153,Narre Warren South,"https://www.google.com.au/maps/dir//-38.0640279636239,145.29401498248367/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0616229828, 145.2922239812","{""coordinates"": [145.2922239812, -38.0616229828], ""type"": ""Point""}",MGA2020 Zone 55,13468,Strathaird Reserve/Ormond Rd (Narre Warren South),-38.0616229828475,145.29222398118722,3805,350182,5785972,1154,Narre Warren South,"https://www.google.com.au/maps/dir//-38.0616229828475,145.29222398118722/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0567340021, 145.2894649421","{""coordinates"": [145.2894649421, -38.0567340021], ""type"": ""Point""}",MGA2020 Zone 55,13469,Burleigh Dr/Ormond Rd (Narre Warren South),-38.05673400208559,145.28946494205528,3805,349930,5786510,1155,Narre Warren South,"https://www.google.com.au/maps/dir//-38.05673400208559,145.28946494205528/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0586110428, 145.2988929749","{""coordinates"": [145.2988929749, -38.0586110428], ""type"": ""Point""}",MGA2020 Zone 55,13476,Narre Warren-Cranbourne Rd/Baringa Park Dr (Narre Warren South),-38.058611042796436,145.29889297493406,3805,350761,5786317,1161,Narre Warren South,"https://www.google.com.au/maps/dir//-38.058611042796436,145.29889297493406/@your+location,17z/data=!4m2!4m1!3e0"
"-38.045980983, 145.3029919395","{""coordinates"": [145.3029919395, -38.045980983], ""type"": ""Point""}",MGA2020 Zone 55,13479,Mack Rd/Narre Warren-Cranbourne Rd (Narre Warren South),-38.045980983008036,145.30299193949224,3805,351095,5787725,1163,Narre Warren South,"https://www.google.com.au/maps/dir//-38.045980983008036,145.30299193949224/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0647860332, 145.2990690192","{""coordinates"": [145.2990690192, -38.0647860332], ""type"": ""Point""}",MGA2020 Zone 55,13555,Casey Central SC/Narre Warren-Cranbourne Rd (Narre Warren South),-38.06478603315778,145.29906901916848,3805,350789,5785632,1169,Narre Warren South,"https://www.google.com.au/maps/dir//-38.06478603315778,145.29906901916848/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0796689736, 145.296227898","{""coordinates"": [145.296227898, -38.0796689736], ""type"": ""Point""}",MGA2020 Zone 55,13556,Hamilton Dr/Narre Warren-Cranbourne Rd (Cranbourne North),-38.07966897364583,145.29622789800177,3977,350570,5783976,1170,Cranbourne North,"https://www.google.com.au/maps/dir//-38.07966897364583,145.29622789800177/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0623539632, 145.2997749774","{""coordinates"": [145.2997749774, -38.0623539632], ""type"": ""Point""}",MGA2020 Zone 55,14109,Galloway Dr/Narre Warren-Cranbourne Rd (Narre Warren South),-38.06235396323128,145.29977497742473,3805,350846,5785903,1172,Narre Warren South,"https://www.google.com.au/maps/dir//-38.06235396323128,145.29977497742473/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0492309717, 145.3412649922","{""coordinates"": [145.3412649922, -38.0492309717], ""type"": ""Point""}",MGA2020 Zone 55,14588,Brentwood Park Kindergarten/Bemersyde Dr (Berwick),-38.04923097173887,145.3412649921879,3806,354460,5787425,1176,Berwick,"https://www.google.com.au/maps/dir//-38.04923097173887,145.3412649921879/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0499000322, 145.3445888686","{""coordinates"": [145.3445888686, -38.0499000322], ""type"": ""Point""}",MGA2020 Zone 55,14604,Brentwood Park Community Centre/Bemersyde Dr (Berwick),-38.04990003217107,145.3445888686177,3806,354753,5787356,1182,Berwick,"https://www.google.com.au/maps/dir//-38.04990003217107,145.3445888686177/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0598300016, 145.3375148702","{""coordinates"": [145.3375148702, -38.0598300016], ""type"": ""Point""}",MGA2020 Zone 55,14831,Clyde Rd/Greaves Rd (Berwick),-38.05983000164982,145.33751487020044,3806,354152,5786243,1186,Berwick,"https://www.google.com.au/maps/dir//-38.05983000164982,145.33751487020044/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0589740116, 145.3305139508","{""coordinates"": [145.3305139508, -38.0589740116], ""type"": ""Point""}",MGA2020 Zone 55,14832,Domain Dr/Greaves Rd (Berwick),-38.05897401163274,145.33051395078206,3806,353536,5786327,1187,Berwick,"https://www.google.com.au/maps/dir//-38.05897401163274,145.33051395078206/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0518100136, 145.3141058712","{""coordinates"": [145.3141058712, -38.0518100136], ""type"": ""Point""}",MGA2020 Zone 55,14835,Applewood Pl/Wood Rd (Narre Warren South),-38.051810013613924,145.31410587116346,3805,352082,5787096,1188,Narre Warren South,"https://www.google.com.au/maps/dir//-38.051810013613924,145.31410587116346/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0497950038, 145.3150069531","{""coordinates"": [145.3150069531, -38.0497950038], ""type"": ""Point""}",MGA2020 Zone 55,14836,Heritage College/Centre Rd (Narre Warren South),-38.04979500383282,145.3150069531503,3805,352157,5787321,1189,Narre Warren South,"https://www.google.com.au/maps/dir//-38.04979500383282,145.3150069531503/@your+location,17z/data=!4m2!4m1!3e0"
"-38.050451012, 145.3376819147","{""coordinates"": [145.3376819147, -38.050451012], ""type"": ""Point""}",MGA2020 Zone 55,14839,Ashfield Dr/Centre Rd (Berwick),-38.05045101201549,145.33768191472913,3806,354148,5787284,1191,Berwick,"https://www.google.com.au/maps/dir//-38.05045101201549,145.33768191472913/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0791359946, 145.291212015","{""coordinates"": [145.291212015, -38.0791359946], ""type"": ""Point""}",MGA2020 Zone 55,17444,Conway St/Josephine Ave (Cranbourne North),-38.07913599461429,145.29121201496372,3977,350129,5784027,1196,Cranbourne North,"https://www.google.com.au/maps/dir//-38.07913599461429,145.29121201496372/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0478500122, 145.2932960485","{""coordinates"": [145.2932960485, -38.0478500122], ""type"": ""Point""}",MGA2020 Zone 55,17474,Daisy Ct/Sneddon Dr (Narre Warren South),-38.04785001224801,145.29329604846225,3805,350248,5787502,1198,Narre Warren South,"https://www.google.com.au/maps/dir//-38.04785001224801,145.29329604846225/@your+location,17z/data=!4m2!4m1!3e0"
